"NGÂN HÀNG NÔNG NGHIỆP
 VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM",,,,"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc",,,
56,Chọn đáp án đúng nhất: Agribank được sử dụng dự phòng để xử lý rủi ro trong các trường hợp nào?,"Khách hàng là tổ chức bị giải thể, phá sản;
Cá nhân bị chết, mất tích;
Các khoản nợ được phân loại vào nhóm 5",Các khoản nợ được phân loại vào nhóm 3,Các khoản nợ được phân loại vào nhóm 4,,1,Khoản 1 Điều 17  Quy chế 910/QC-HĐTV-RRTD ngày 31/7/2024
57,Các khoản nợ đề nghị xử lý rủi ro phải thông qua Hội đồng nào?,Hội đồng xử lý rủi ro,Hội đồng xử lý tổn thất các khoản đầu tư của Agribank,Hội đồng xử lý tài chính các khoản nợ phải thu khó đòi,Hội đồng mua bán nợ,1,Khoản 4 Điều 17  Quy chế 910/QC-HĐTV-RRTD ngày 31/7/2024
58,Số tiền thu hồi được từ nợ đã sử dụng dự phòng để xử lý rủi ro được xử lý như thế nào?,"Số tiền thu hồi được từ nợ đã sử dụng dự phòng để xử lý rủi ro, kể cả số tiền thu hồi được từ việc xử lý tài sản bảo đảm, được coi là thu nhập khác trong kỳ kế toán của Agribank nơi cấp tín dụng","Số tiền thu hồi được từ nợ đã sử dụng dự phòng để xử lý rủi ro, kể cả số tiền thu hồi được từ việc xử lý tài sản bảo đảm, được coi là chi phí trong kỳ kế toán của Agribank nơi cấp tín dụng","Số tiền thu hồi được từ nợ đã sử dụng dự phòng để xử lý rủi ro, không bao gồm số tiền thu hồi được từ việc xử lý tài sản bảo đảm, được coi là doanh thu trong kỳ kế toán của Agribank nơi cấp tín dụng","Số tiền thu hồi được từ nợ đã sử dụng dự phòng để xử lý rủi ro, không bao gồm số tiền thu hồi được từ việc xử lý tài sản bảo đảm, được coi là chi phí trong kỳ kế toán của Agribank nơi cấp tín dụng",1,Điều 21 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024
59,Việc xuất toán các khoản nợ đã xử lý rủi ro ra khỏi ngoại bảng chỉ được thực hiện khi có văn bản phê duyệt của cấp nào?,Giám đốc Chi nhánh,Hội đồng xử lý rủi ro chi nhánh,Hội đồng xử lý rủi ro Trụ sở chính,"HĐTV, NHNN",4,Khoản 3 Điều 20 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024
60,Việc điều chỉnh kỳ hạn trả nợ không làm thay đổi khoản mục nào sau đây?,Kỳ hạn trả nợ,Tổng số tiền khách hàng phải trả,Thời gian trả từng phần của khoản nợ,Số tiền từng kỳ trả nợ đã thỏa thuận ban đầu,2,Thông tư 31/2024/TT-NHNN
61,Agribank phải khấu trừ TSBĐ coi bằng (0) trong trường hợp nào?,"Tài sản bảo đảm (trừ tài sản cho thuê tài chính, công cụ chuyển nhượng, giấy tờ có giá khác trong hoạt động chiết khấu, mua bán lại trái phiếu Chính phủ) không tuân thủ quy định của pháp luật về bảo đảm thực hiện nghĩa vụ và pháp luật khác có liên quan; tài sản cho thuê tài chính, công cụ chuyển nhượng, giấy tờ có giá khác trong hoạt động chiết khấu, mua bán lại trái phiếu Chính phủ không tuân thủ quy định của pháp luật có liên quan.",Agribank không có quyền xử lý tài sản bảo đảm theo thỏa thuận và theo quy định của pháp luật khi khách hàng không thực hiện nghĩa vụ của mình theo thỏa thuận.,"Quá thời gian 01 năm đối với tài sản bảo đảm không phải là bất động sản và quá thời gian 02 năm đối với tài sản bảo đảm là bất động sản, kể từ khi Agribank có quyền xử lý tài sản bảo đảm theo thỏa thuận và theo quy định của pháp luật.",Tất cả các đáp án trên đều đúng.,4,Điều 9 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024
62,"Ngoài báo cáo kết quả phân loại nợ, trích lập dự phòng rủi ro của Chi nhánh loại I, trường hợp nào Trụ sở chính có quyền quyết định mức trích lập và giao Chi nhánh thực hiện?",Agribank không có quy định về nội dung này,"Trường hợp đặc biệt, khi có đủ căn cứ xác định việc trích lập dự phòng",Trụ sở chính không có quyền quyết định,,2,Khoản 4 Điều 8 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 và Khoản 2 Điều 1 Quy chế 1502/QC-HĐTV-RRTD ngày 16/12/2024
63,"Đơn vị nào thực hiện lưu trữ hồ sơ trích lập dự phòng rủi ro bản chính và chịu trách nhiệm về tính đầy đủ, xác thực của hồ sơ?",Trung tâm lưu trữ,Trung tâm Quản lý RRTD,Agribank nơi cấp tín dụng,,3,Khoản 5 Điều 8 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024
64,"Một khoản vay của khách hàng có 2 tài sản thế chấp bao gồm: 
- Quyền sử dụng đất: 5 tỷ đồng
- Phương tiện giao thông: 10 tỷ đồng
Tổng giá trị khấu trừ của tài sản bảo đảm là bao nhiêu?","3,5 tỷ đồng","1,75 tỷ đồng",3 tỷ đồng,4 tỷ đồng,2,Khoản 1 Điều 11 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 và Quy chế 565/QC-HĐTV-RRTD ngày 26/6/2025
65,"Anh/chị cho biết, tỷ lệ khấu trừ đối với Quyền sử dụng đất là bao nhiêu?",25%,45%,40%,30%,1,Khoản 1 Điều 11 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 và Quy chế 565/QC-HĐTV-RRTD ngày 26/6/2025
66,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/7/2024 và các văn bản sửa đổi bổ sung, tỷ lệ khấu trừ đối với Tài sản gắn liền trên đất là bao nhiêu?",50%,45%,35%,10%,4,Khoản 1 Điều 11 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 và Quy chế 565/QC-HĐTV-RRTD ngày 26/6/2025
67,"Theo Quy chế 910/QC-HĐTV-RRTD ngày 31/7/2024 và các văn bản sửa đổi bổ sung, tỷ lệ khấu trừ đối với phương tiện giao thông là bao nhiêu?",30%,20%,10%,5%,4,Khoản 1 Điều 11 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024 và Quy chế 565/QC-HĐTV-RRTD ngày 26/6/2025
68,Đối tượng khách hàng nào phải thực hiện phân loại nợ và cam kết ngoại bảng theo phương pháp định tính?,Tất cả các khách hàng của Agribank ,Khách hàng pháp nhân,"Khách hàng là pháp nhân (ngoại trừ định chế tài chính) thuộc đối tượng chấm điểm, xếp hạng khách hàng trên hệ thống xếp hạng tín dụng nội bộ; Khách hàng là cá nhân có dư nợ từ 500 triệu đồng trở lên",Khách hàng là pháp nhân (bao gồm cả khách hàng TCTD) được xếp hạng khách hàng trên Hệ thống xếp hạng tín dụng nội bộ; Khách hàng là cá nhân (bao gồm cả khách hàng chủ doanh nghiệp tư nhân vay vốn cho hoạt động của Doanh nghiệp tư nhân) có dư nợ từ 500 triệu đồng trở lên,4, Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024
69,Nợ nhóm 1 theo phương pháp định tính bao gồm:,Các khoản nợ được Agribank đánh giá là không có khả năng thu hồi đầy đủ cả nợ gốc và lãi đúng hạn.,Các cam kết ngoại bảng được Agribank đánh giá là khách hàng không có khả năng thực hiện đầy đủ nghĩa vụ theo cam kết.,"Các khoản nợ được Agribank nơi cấp tín dụng đánh giá là có khả năng thu hồi đầy đủ cả nợ gốc và lãi đúng hạn.
Các cam kết ngoại bảng được Agribank nơi cấp tín dụng đánh giá là khách hàng có khả năng thực hiện đầy đủ nghĩa vụ theo cam kết.",,3, Khoản 2 Điều 7 Quy chế 910/QC-HĐTV-RRTD ngày 31/07/2024
70,"Chọn đáp án đúng nhất: đối tượng phải thực hiện theo Quy trình số 2232/QTr-NHNo-RRTD ngày 31/7/2024 về phân loại nợ, trích lập dự phòng rủi ro và sử dụng dự phòng để xử lý rủi ro trong hoạt động của Agribank","Chi nhánh loại I, loại II và PGD",Chi nhánh Campuchia,"- Chi nhánh loại I, loại II và PGD
- Chi nhánh Campuchia","Trụ sở chính, Chi nhánh loại I, loại II, phòng giao dịch và cá nhân có liên quan thuộc Agribank; không áp dụng đối với Chi nhánh Agribank ở nước ngoài",4, Điều 2 Quy trình số 2232/QTr-NHNo-RRTD ngày 31/7/2024
71,"Chi nhánh thực hiện hạch toán trích lập, hoàn nhập dự phòng khi nào?",Chi nhánh thực hiện ngay sau khi nhận được Thông báo của Hội đồng Xử lý rủi ro Trụ sở chính,Trong thời hạn 03 ngày kể từ ngày nhận được Thông báo của Hội đồng Xử lý rủi ro Trụ sở chính,Trong thời hạn 05 ngày kể từ ngày nhận được Thông báo của Hội đồng Xử lý rủi ro Trụ sở chính,Trụ sở chính không quy định thời hạn thực hiện,1,Khoản 3 Điều 13 Quy trình 2232/QTr-NHNo-RRTD ngày 31/07/2024
72,"Chậm nhất ngày mùng 03 (ba) hằng tháng, Chi nhánh loại I gửi HĐXLRR Trụ sở chính (qua Trung tâm QLRRTD) biểu 1A thời điểm cuối ngày cuối cùng của tháng trước liền kề, mẫu 4A/4B (bản scan) bằng phương thức nào?",Gửi bản gốc qua đường bưu điện,Phương thức điện tử ,,,2,Khoản 3 Điều 10 Quy trình 2232/QTr-NHNo-RRTD ngày 31/07/2024 và Khoản 3 Điều 1 Quy trình 1035/QTr-NHNo-RRTD ngày 31/3/2025
73,Agribank quy định xử lý như thế nào trong trường hợp sau 03 ngày kể từ khi nhận được thông báo của HĐXLRR Trụ sở chính Chi nhánh không thực hiện việc hạch toán chuyển nguồn trích lập dự phòng rủi ro về Trụ sở chính theo quy định? ,Không có quy định cụ thể,"Trụ sở chính có văn bản chấn chỉnh, yêu cầu Chi nhánh thực hiện hạch toán chuyển nguồn trích lập dự phòng theo quy định",Ban Tài chính kế toán thực hiện báo nợ cho Chi nhánh theo quy định,Trụ sở chính thực hiện báo có cho Chi nhánh theo quy định,3,Khoản 3 Điều 13 Quy trình 2232/QTr-NHNo-RRTD ngày 31/07/2024
74,Tổ giúp việc cho Hội đồng xử lý rủi ro Chi nhánh loại I do ai quyết định thành lập?,Chủ tịch Hội đồng xử lý rủi ro,Giám đốc chi nhánh loại I,Phó Giám đốc Chi nhánh,Trưởng phòng Kế hoạch và Quản lý rủi ro,2,Khoản 4 Điều 3 Quy trình 2232/QTr-NHNo-RRTD ngày 31/07/2024
75,"Tại Chi nhánh loại I, cán bộ thuộc phòng nào phụ trách việc tổng hợp báo cáo phân loại nợ, cam kết ngoại bảng, trích lập dự phòng (biểu 1A, 1A-CT toàn chi nhánh)?",Phòng Kế toán và Ngân Quỹ,Phòng Kế hoạch và Quản lý rủi ro,Phòng Khách hàng,Phòng Kế hoạch và Quản lý rủi ro hoặc Phòng Khách hàng,2,Khoản 2  Điều 10 Quy trình 2232/QTr-NHNo-RRTD ngày 31/07/2024 và khoản 3 Điều 1 Quy trình 1035/QTr-NHNo-RRTD ngày 31/3/2025
76,"Chọn đáp án đúng nhất, đâu là ""Nguyên tắc minh bạch, khách quan và cập nhật"" trong quản lý rủi ro tín dụng, rủi ro tập trung tín dụng?","Rủi ro tín dụng, rủi ro tập trung tín dụng được nhận dạng đầy đủ, đo lường chính xác, theo dõi thường xuyên để kịp thời phòng ngừa, giảm thiểu rủi ro","Các quyết định có rủi ro phải minh bạch, rõ ràng và phù hợp với chính sách quản lý rủi ro, hạn mức rủi ro tín dụng, rủi ro tập trung tín dụng","Các trạng thái rủi ro, hành vi vi phạm về quản lý rủi ro tín dụng, rủi ro tập trung tín dụng phải được báo cáo kịp thời, đầy đủ cho HĐTV, Ban Kiểm soát, TGĐ; có
cơ chế xử lý đối với các vi phạm về quản lý rủi ro tín dụng, rủi ro tập trung tín dụng",Tất cả đáp án trên,4,Điều 4 Quy định 375/QyĐ-HĐTV-RRTD ngày 10/5/2024
77,"Các nguyên tắc quản lý rủi ro tín dụng, tập trung tín dụng bao gồm:",Nguyên tắc tuân thủ và nguyên tắc phân tán rủi ro,"Nguyên tắc minh bạch, khách quan và cập nhật",Nguyên tắc phân định trách nhiệm,Tất cả các đáp án trên,4,Điều 4 Quy định 375/QyĐ-HĐTV-RRTD ngày 10/5/2024
78,"Theo Quy chế 910/QC-HĐTV-RRTD, đối với khoản cấp tín dụng dưới hình thức phát hành thẻ tín dụng, khoản nợ quá hạn là gì?","Là khoản nợ mà khách hàng sử dụng thẻ không trả được nghĩa vụ trả nợ đến hạn thanh toán của mình theo thỏa thuận phát hành, sử dụng, thanh toán thẻ tín dụng với Agribank",Là khoản nợ được Agribank chấp thuận gia hạn nợ theo quy định của Ngân hàng Nhà nước và Agribank,Là khoản nợ được khách hàng trả nợ đầy đủ và đúng hạn khi đến hạn thanh toán theo thỏa thuận với Agribank,Là nợ được Agribank chấp thuận điều chỉnh kỳ hạn trả nợ,1,Khoản 7 Điều 3 Quy chế 910/QC-HĐTV-RRTD ngày 31/7/2024
79,Nếu khoản cam kết ngoại bảng được Agribank nơi cấp tín dụng đánh giá khách hàng có khả năng thực hiện đầy đủ các nghĩa vụ theo cam kết được phân loại vào nhóm nợ nào?,Nhóm 1,Nhóm 2,Nhóm 3,Nhóm 4,1,Tiết (i) Điểm a Khoản 4 Điều 6 Quy chế 910/QC-HĐTV-RRTD ngày 31/7/2024 
80,Bộ phận nào thuộc tuyến bảo vệ thứ nhất?,Bộ phận quản lý rủi ro,Bộ phận tuân thủ,Bộ phận kiểm toán nội bộ thuộc Ban kiểm soát,Bộ phận tín dụng,4,Khoản 1 Điều 11 Quy chế 1205/QC-HĐTV-RRTD ngày 29/12/2023
81,"
 Agribank nơi cho vay phải giải ngân cho khách hàng nhận nợ bắt buộc để thực hiện nghĩa vụ bảo lãnh thì?",Số dư nợ gốc khách hàng nhận nợ bắt buộc đó chuyển sang quá hạn.,Số dư nợ gốc khách hàng nhận nợ bắt buộc đó là nợ đến hạn.,Số dư nợ gốc khách hàng nhận nợ bắt buộc đó chuyển sang nợ cần chú ý (nhóm 2).,Số dư nợ gốc khách hành nhận nợ bắt buộc đó là chuyển  sang xử lý rủi ro.,1,"Khoản 31 Điều 1 QĐ 4466/QyĐ-NHNo-TD sửa đổi, bổ sung QĐ 2268/QyĐ-NHNo-TD"
82,Kiểm tra của Agribank nơi phê duyệt vượt thẩm quyền gồm các nội dung gì?,Đánh giá tình hình chấp hành các nội dung cho vay theo văn bản thông báo phê duyệt cho vay của cấp có thẩm quyền.,"Kiểm tra chọn mẫu việc giải ngân, sử dụng vốn vay theo mục đích vay vốn đã ghi trong HĐTD.","Đánh giá tình hình thực hiện phương án, dự án kinh doanh; tình hình tài chính; khả năng trả nợ của khách hàng; Kết quả chấm điểm, xếp hạng khách hàng trên HTXH; Các nội dung khác (nếu có).",Tất cả đáp án trên.,4,Khoản 3 Điều 65 QyĐ 2268/QyĐ-NHNo-TD
83,"Tại Agribank nơi cho vay, thời gian kiểm tra tình hình hoạt động kinh doanh của khách hàng cá nhân là?",Ít nhất 1 lần trong vòng 3 tháng kể từ ngày kiểm tra gần nhất.,Ít nhất 1 lần trong vòng 6 tháng kể từ ngày kiểm tra gần nhất.,Ít nhất 1 lần trong vòng 9 tháng kể từ ngày kiểm tra gần nhất.,Ít nhất 1 lần trong vòng 12 tháng kể từ ngày kiểm tra gần nhất.,4,Tiết ii Điểm b Khoản 1 Điều 63 QyĐ 2268/QyĐ-NHNo-TD
84,Nội dung kiểm tra tình hình hoạt động kinh doanh tại Agribank nơi cho vay gồm các nội dung nào?,"Dư nợ vay theo mục đích đã ghi trong HĐTD và giấy nhận nợ, phương án sử dụng vốn vay, tình hình tài chính, đánh giá tiến độ và khả năng trả nợ; Xác định mức độ thiệt hại đối với phương án sử dụng vốn của khách hàng khi xảy ra rủi ro.","Dư nợ vay, số lãi phải trả đến ngày kiểm tra; đánh giá tiến độ và khả năng trả nợ; đánh giá phương án sử dụng vốn và khả năng trả nợ của khách hàng vay vốn; Thu thập thông tin chấm điểm xếp hạng khách hàng theo quy định của Agribank; Xác định mức độ thiệt hại đối với phương án sử dụng vốn của khách hàng khi xảy ra rủi ro.","Dư nợ vay, số lãi phải trả đến ngày kiểm tra; Tình hình tài chính; đánh giá tiến độ và khả năng trả nợ; Xác định mức độ thiệt hại đối với phương án sử dụng vốn của khách hàng khi xảy ra rủi ro; Các nội dung khác (nếu có).","Dư nợ vay, số lãi phải trả đến ngày kiểm tra; Tình hình tài chính; đánh giá tiến độ và khả năng trả nợ; Biện pháp tổ chức triển khai và tiến độ thực hiện dự án, phương án; đánh giá phương án sử dụng vốn và khả năng trả nợ của khách hàng; Thu thập thông tin xếp hạng khách hàng theo quy định của Agribank; Các nội dung khác (nếu có).",4,Điểm b Khoản 2 Điều 63 QyĐ 2268/QyĐ-NHNo-TD
85,Giám sát tại Agribank nơi cho vay gồm các nội dung gì?,"Giám sát tình hình sử dụng vốn vay, tình hình trả nợ, việc thực hiện các điều kiện cho vay và thỏa thuận tại HĐTD. Theo dõi xếp hạng khách hàng trên HTXH và diễn biến trạng thái khoản vay theo nhóm nợ. ","Giám sát tình hình hoạt động kinh doanh (doanh thu, lợi nhuận), tình hình tài chính và khả năng trả nợ Ngân hàng. Các nội dung khác (nếu thấy cần thiết).","Giám sát tiến độ góp vốn (trường hợp góp vốn nhiều lần), việc thực hiện nghĩa vụ dân sự theo hợp đồng bảo đảm thực hiện nghĩa vụ đã ký kết.",Tất cả đáp án trên.,4,Khoản 1 Điều 64 QyĐ 2268/QyĐ-NHNo-TD
86,"Khách hàng là Doanh nghiệp tư nhân được đánh giá có tài chính minh bạch, lành mạnh để áp dụng lãi suất cho vay tối đa theo quy định của NHNN phải đáp ứng các tiêu chí nào?",Xếp  hạng khách hàng từ A1 đến A4 theo quy định xếp hạng tín dụng nội bộ của Agribank.,Không có nợ nhóm 2 trở lên trong 36 tháng liền kề thời điểm vay vốn (khách hàng phải có quan hệ tín dụng với Agribank liên tục 36 tháng gần nhất tại thời điểm xét duyệt cho vay).,Vốn đối ứng tham gia tối thiểu 10%/Tổng nhu cầu vốn. Báo cáo tài chính năm gần nhất phải được kiểm toán và không có yếu tố ngoại trừ trọng yếu.,Tất cả đáp án trên.,4,Mục 2 PL số 02/TCMB-QĐ theo QyĐ 2268/QyĐ-NHNo-TD
87,Khi giải ngân vốn vay Agribank nơi cho vay phải thực hiện nhiệm vụ gì?,"Mỗi lần giải ngân vốn vay, Agribank nơi cho vay phải rà soát điều kiện giải ngân và hồ sơ giải ngân đáp ứng các điều kiện theo quy định hiện hành. ","Mỗi lần giải ngân vốn vay, Agribank nơi cho vay phải rà soát, đánh giá nhu cầu vay vốn, điều kiện giải ngân.","Mỗi lần giải ngân vốn vay, Agribank nơi cho vay phải rà soát nhu cầu vay vốn và hồ sơ giải ngân đáp ứng các điều kiện theo quy định hiện hành.","Mỗi lần giải ngân vốn vay, Agribank nơi cho vay phải rà soát, đánh giá nhu cầu vay vốn, hồ sơ giải ngân đáp ứng các điều kiện theo quy định hiện hành.",4,Khoản 1 Điều 19 QyĐ 2268/QyĐ-NHNo-TD
88,Nhiệm vụ của Người thẩm định lại khi lập Báo cáo thẩm định lại tại Agribank nơi phê duyệt vượt thẩm quyền là chi nhánh loại I?,"Người thẩm định lại nêu rõ ý kiến đề xuất đồng ý/không đồng ý phê duyệt vượt thẩm quyền (trường hợp không đồng ý phải nêu rõ lý do), ký và ghi rõ họ tên vào phần Người thẩm định lại trên Báo cáo thẩm định.","Người thẩm định lại ký tắt các trang Báo cáo thẩm định lại, nêu rõ ý kiến đề xuất đồng ý/không đồng ý phê duyệt vượt quyền phán quyết (trường hợp không đồng ý phải nêu rõ lý do).","Người thẩm định lại lập, ký tắt các trang Báo cáo thẩm định lại, nêu rõ ý kiến đề xuất đồng ý/không đồng ý phê duyệt vượt quyền phán quyết, ký và ghi rõ họ tên vào phần Người thẩm định lại. ","Người thẩm định lại lập, ký tắt các trang Báo cáo thẩm định lại, nêu ý kiến đề xuất phê duyệt/không phê duyệt vượt thẩm quyền (trường hợp không đồng ý phải nêu rõ lý do), ký và ghi rõ họ tên vào phần Người thẩm định lại trên Báo cáo thẩm định lại.",4,Khoản 4 Điều 43 QyĐ 2268/QyĐ-NHNo-TD
89,"Đối với cho vay trung, dài hạn thực hiện đầu tư phục vụ hoạt động kinh doanh, giải ngân vốn đối ứng là giá trị ngày công tự làm, tài sản khác của khách hàng cá nhân tham gia thực hiện như thế nào?","Tài sản khác thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân trước khi giải ngân vốn vay.","Chi phí ngày công thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân trước khi giải ngân vốn vay.","Chi phí ngày công, tài sản khác thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân trước khi giải ngân vốn vay.","Chi phí ngày công, tài sản khác thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân sau khi giải ngân vốn vay.",3,Khoản 4 Điều 56 QyĐ 2268/QyĐ-NHNo-TD
90,"Trường hợp Chi nhánh loại II/PGD được phân công thực hiện nghiệp vụ giải ngân và quản lý nợ cho vay không cùng cân đối với chi nhánh trực tiếp quản lý, điều hành, Nơi nào khai báo và phê duyệt đơn xin vay trên hệ thống IPCAS? ",Việc khai báo và phê duyệt đơn xin vay trên hệ thống IPCAS được thực hiện tại chi nhánh loại II/PGD,Việc khai báo và phê duyệt đơn xin vay trên hệ thống IPCAS được thực hiện tại chi nhánh loại I,Việc khai báo và phê duyệt đơn xin vay trên hệ thống IPCAS được thực hiện tại phòng khách hàng chi nhánh loại I,Việc khai báo và phê duyệt đơn xin vay trên hệ thống IPCAS được thực hiện tại phòng thẩm định chi nhánh loại II/PGD,1,"Điểm b, Khoản 29 Điều 1 QyĐ 4466/QyĐ-NHNo-TD sửa đổi, bổ sung QyĐ 2268/QyĐ-NHNo-TD"
91,"Hãy cho biết, thời điểm kiểm tra của Agribank nơi phê duyệt vượt thẩm quyền đối với khách hàng vay vốn lưu động?
",Kiểm tra 3 tháng ít nhất 01 (một) lần.,Kiểm tra 6 tháng ít nhất 01 (một).,Kiểm tra 9 tháng ít nhất 01 (một) lần.,Kiểm tra một năm ít nhất 01 (một) lần.,4,Điểm a Khoản 2 Điều 65 QyĐ 2268/QyĐ-NHNo-TD
92,"Thời điểm kiểm tra của Agribank nơi phê duyệt vượt thẩm quyền đối với khách hàng vay vốn đầu tư dự án đang triển khai?
",Kiểm tra tối thiểu sau 3 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 (một) lần đối với các lần kiểm tra tiếp theo.,Kiểm tra tối thiểu sau 6 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 (một) lần đối với các lần kiểm tra tiếp theo.,Kiểm tra tối thiểu sau 9 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 (một) lần đối với các lần kiểm tra tiếp theo.,Kiểm tra tối thiểu sau 12 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 (một) lần đối với các lần kiểm tra tiếp theo.,2,Điểm b Khoản 2 Điều 65 QyĐ 2268/QyĐ-NHNo-TD
93,"Đối tượng chi phí thuộc đầu tư tài sản cố định chưa đi vào sử dụng, Agribank nơi cho vay được cho vay ngắn hạn, trung hạn, dài hạn nếu thời gian đã sử dụng vốn để được cho vay bù đắp tài chính không quá bao nhiêu tháng kể từ ngày phát sinh sử dụng vốn đến ngày khách hàng đề nghị vay vốn?", Không quá 24 tháng.,Không quá 12 tháng.,Không quá 36 tháng., Không quá 06 tháng.,1,Điểm b Khoản 4 Điều 34 QyĐ 2268/QyĐ-NHNo-TD
94,"Người quyết định cho vay tại Agribank nơi cho vay quyết định cho vay hay không cho vay theo thẩm quyền căn cứ vào hồ sơ, tài liệu nào?","Hồ sơ khoản vay, Báo cáo đề xuất cho vay, Báo cáo thẩm định (nếu có), Báo cáo thẩm định lại (nếu có).","Báo cáo đề xuất cho vay, ý kiến đề xuất của Người quan hệ khách hàng, Người thẩm định, Báo cáo thẩm định lại của Người thẩm định lại (nếu có)."," Báo cáo đề xuất cho vay, ý kiến đề xuất của Người quan hệ khách hàng, Người thẩm định, Biên bản họp/Bảng tổng hợp ý kiến Hội đồng tín dụng (nếu có).","Ý kiến đề xuất của Người quan hệ khách hàng, Người thẩm định, Báo cáo thẩm định lại của Người thẩm định lại (nếu có), Biên bản họp/Bảng tổng hợp ý kiến Hội đồng tín dụng (nếu có).",1," Khoản 15 Điều 1 QĐ 4466/QyĐ-NHNo-TD sửa đổi, bổ sung QyĐ 2268/QyĐ-NHNo-TD"
95,Thẩm định lại tại nơi phê duyệt vượt thẩm quyền gồm các nội dung nào?,"Kiểm tra, rà soát tính đầy đủ, hợp lệ của hồ sơ trình phê duyệt, Tờ trình và Báo cáo đề xuất cho vay, Báo cáo thẩm định lại (nếu có) của Chi nhánh loại II với danh mục hồ sơ theo quy định; Đánh giá việc áp dụng biện pháp bảo đảm tiền vay theo quy định", Xem xét khả năng cân đối nguồn vốn cho vay qua Phòng Kế hoạch và Quản lý rủi ro (nếu thấy cần thiết); bộ phận Thẩm định/Phòng Thẩm định thực hiện rà soát kết quả xếp hạng tín dụng nội bộ của khách hàng," Rà soát, đánh giá kết quả thẩm định của Chi nhánh về các điều kiện cấp tín dụng và tuân thủ các quy định liên quan đến hoạt động cấp tín dụng của NHNN và Agribank; Đánh giá các yếu tố rủi ro liên quan đến khoản vay; Đánh giá rủi ro về môi trường trong hoạt động cho vay (đối với các trường hợp phải đánh giá theo quy định); Các nội dung khác (nếu cần thiết)",Tất cả đáp án trên,4,Khoản 3 Điều 43 QyĐ 2268/QyĐ-NHNo-TD
96,"
Tại Agribank nơi phê duyệt vượt thẩm quyền, một trong các nội dung thẩm định lại khoản vay là gì?",Thẩm định lại toàn bộ hoặc một/một số nội dung về khoản vay do người có thẩm quyền tại Agribank nơi phê duyệt vượt thẩm quyền quyết định. ,"Rà soát, đánh giá kết quả thẩm định của Chi nhánh về các điều kiện cấp tín dụng và tuân thủ các quy định liên quan đến hoạt động cấp tín dụng của NHNN và Agribank.",Chỉ phải thẩm định lại tài sản bảo đảm.,Thẩm định lại một số nội dung về khoản vay do người có thẩm quyền tại Agribank nơi phê duyệt vượt thẩm quyền quyết định. ,2,Điểm c Khoản 3 Điều 43 QyĐ 2268/QyĐ-NHNo-TD
97,"Người kiểm soát khoản vay tại Chi nhánh loại I thấy thiếu thông tin hoặc thông tin chưa rõ, chưa chính xác, được yêu cầu Chi nhánh loại II bổ sung, hoàn thiện hồ sơ tối đa bao nhiêu lần?",01 lần,02 lần,03 lần,05 lần,1,"Khoản 3  Điều 44 QC 656/QC-HĐTV-TD; sửa đổi, bổ sung tại QyĐ 2268/QyĐ-NHNo-TD "
98,"Xử lý như thế nào khi Người quản lý nợ phát hiện khách hàng sử dụng vốn sai mục đích, vi phạm các thỏa thuận tại HĐTD và/hoặc HĐBĐ?",Người quản lý nợ chỉ có trách nhiệm đề xuất người có thẩm quyền ngừng giải ngân để xử lý theo HĐTD đã ký đối với các khoản vay thuộc thẩm quyền của Agribank nơi cho vay.,"Người quản lý nợ có trách nhiệm đề xuất cấp có thẩm quyền ngừng giải ngân để xử lý theo HĐTD, HĐBĐ đã ký (bao gồm cả các khoản vay được phê duyệt vượt thẩm quyền).",Chi nhánh không được quyền ngừng giải ngân vì khoản vay đã được cấp trên phê duyệt.,Chi nhánh tiếp tục giải ngân vì nếu dừng giải ngân thì dự án dở dang và thiệt hại có thể xảy ra nhiều hơn.,2,"Điểm a Khoản 27  Điều 1 QyĐ 4466/QyĐ-NHNo-TD sửa đổi, bổ sung QyĐ 2268/QyĐ-NHNo-TD"
