NGÂN HÀNG NÔNG NGHIỆP,,,,CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM,,,,
VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM,,,,Độc lập - Tự do - Hạnh phúc,,,,
61,11,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, khách  hàng chuyển tiền qua các kênh giao dịch nào?",Quầy giao dịch của Agribank,Agribank Plus của Agribank,Tất cả các đáp án trên,,3,Khoản 10 Điều 2 QĐ 239/QĐ-NHNo-TTKH
62,12,"Chọn đáp án đúng nhất: Theo Quyết định 333/QĐ-NHNo-TTKH về giao dịch gửi, rút tiền nhiều nơi đối với khách hàng có tài khoản thanh toán, tài khoản tiền gửi tiết kiệm trong hệ thống Agribank và các văn bản sửa đổi, giao dịch rút tiền mặt, chuyển khoản, chuyển tiền được áp dụng đối với những loại sản phẩm tiền gửi nào sau đây?",Tài khoản tiền gửi thanh toán,"Tài khoản Tiết kiệm không kỳ hạn, tiết kiệm gửi góp, tiết kiệm học đường","Tài khoản thanh toán, tài khoản tiết kiệm (sản phẩm có đặc tính rút nhiều lần)",,3,Điểm b khoản 2 Điều 4 QĐ 333/QĐ-NHNo-TTKH
63,13,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, khi thực hiện điều chỉnh sai sót, Chi nhánh không được phép điều chỉnh yếu tố nào sau đây?",Số tiền chuyển,Tên khách hàng chuyển,Tên khách hàng nhận,Thông tin giấy tờ tùy thân của người chuyển và người nhận,1,Điểm c Khoản 1 Điều 8 QĐ 239/QĐ-NHNo-TTKH
64,14,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, Mã số chuyển tiền bao gồm mấy chữ số?",04 Chữ số,06 Chữ số,08 Chữ số,10 Chữ số,2,Khoản 9 Điều 2 QĐ 239/QĐ-NHNo-TTKH
65,15,"Theo Quyết định 333/QĐ-NHNo-TTKH  về giao dịch gửi, rút tiền nhiều nơi đối với khách hàng có tài khoản thanh toán, tài khoản tiền gửi tiết kiệm trong hệ thống Agribank và các văn bản sửa đổi, giao dịch viên không được thực hiện giao dịch gửi rút nhiều nơi đối với trường hợp nào sau đây?","Tài khoản thanh toán đang bị phong tỏa, tạm khóa; tài khoản thanh toán chung, tài khoản tiền gửi tiết kiệm trong danh sách phong tỏa, cầm cố, thế chấp","Loại sản phẩm tiền gửi tiết kiệm không được rút trước hạn khi chưa đến hạn, tài khoản tiền gửi tiết kiệm đồng sở hữu",Thừa kế đối với khách hàng cá nhân,Tất cả các áp trên,4,Khoản 7 Điều 4 QĐ 333/QĐ-NHNo-TTKH
IV.3. CHUYỂN TIỀN NGOẠI TỆ CÁ NHÂN RA NƯỚC NGOÀI (15 CÂU),,,,,,,,
66,1,"Theo quy định tại Quy trình số 1786/QTr-NHNo-TTKH ngày 26/6/2025, loại tiền tệ được sử dụng trong nghiệp vụ chuyển tiền đi đối với dịch vụ MoneyGram là loại tiền tệ nào?","USD, EUR,","VND, USD.","VND, USD, EUR.",,2,Quy trình số 1786/QTr-NHNo-TTKH ngày 26/6/2025
67,2,"Theo quy định hiện hành của Agribank về hồ sơ và hạn mức chuyển tiền ngoại tệ ra nước ngoài đối với khách hàng cá nhân, Giấy tờ chứng minh tư cách người đại diện theo pháp luật của cá nhân là: ","Giấy tờ chứng minh quan hệ cha/mẹ với con chưa thành niên
","Trích lục đăng ký giám hộ của Ủy ban Nhân dân cấp xã, hoặc Trích lục đăng ký giám hộ của Ủy ban Nhân dân cấp huyện (trường hợp đăng ký giám hộ có yếu tố nước ngoài)","
Văn bản chỉ định Người đại diện của Tòa án",Tất cả các đáp án trên đều đúng,4,Khoản 18 Điều 2 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
68,3,"Theo quy định hiện hành của Agribank về hồ sơ và hạn mức chuyển tiền ngoại tệ ra nước ngoài đối với khách hàng cá nhân, khách hàng có thể xuất trình hồ sơ chuyển tiền tại đâu?", Trực tiếp tại Phòng giao dịch/Chi nhánh cấp II không được thanh toán quốc tế trực tiếp,Trực tiếp tại chi nhánh chuyển tiền (chi nhánh được phép thực hiện nghiệp vụ chuyển tiền quốc tế trực tiếp) ,Trực tuyến tại hệ thống/chương trình do Agribank cung cấp về dịch vụ ngân hàng điện tử,Tất cả các đáp án trên đều đúng,4,Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
69,4,"Để đảm bảo khả năng thanh toán của Người chuyển tiền đối với nghiệp vụ chuyển tiền ngoại tệ cá nhân qua hệ thống SWIFT, nhận định nào sau đây là đúng?",Người chuyển tiền phải đảm bảo đủ số tiền yêu cầu chuyển đi và các khoản phí phát sinh (nếu có),Người chuyển tiền cam kết nguồn tiền hợp pháp (nguồn vốn tự có; nguồn tiền vay của Agribank hoặc TCTD khác; nguồn tiền hợp pháp khác theo quy định của pháp luật),"Chi nhánh chuyển tiền phải kiểm tra khả năng thanh toán của Người chuyển tiền, đảm bảo đủ tiền trước khi thực hiện giao dịch",Tất cả các đáp án trên đều đúng,4,Khoản 1 Điều 5 QĐ 1403/QĐ-NHNo-TTKH ngày 09/07/2018
70,5,"Nguồn ngoại tệ chuyển ra nước ngoài của khách hàng là Người cư trú là công dân Việt Nam.

",Khách hàng là Người cư trú là công dân Việt Nam chỉ được sử dụng VND mua ngoại tệ của Agribank để chuyển ra nước ngoài,"Khách hàng là Người cư trú là công dân Việt Nam được sử dụng ngoại tệ tự có của cá nhân (ngoại tệ trên tài khoản thanh toán, tiền gửi có kỳ hạn bằng ngoại tệ, tiền gửi tiết kiệm bằng ngoại tệ, ngoại tệ tự cất giữ) hoặc mua của Agribank để chuyển ra nước ngoài",Khách hàng là Người cư trú là công dân Việt Nam chỉ được sử dụng ngoại tệ tự có của cá nhân để chuyển ra nước ngoài,Khách hàng là Người cư trú là công dân Việt Nam được sử dụng ngoại tệ tự có của cá nhân để chuyển ra nước ngoài thanh toán xuất nhập khẩu và ngoại tệ mua của Agribank để chuyển tiền một chiều ra nước ngoài,2,Điều 35 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
71,6,"Người cư trú là công dân Việt Nam được mua, chuyển ngoại tệ ra nước ngoài theo quy định của Ngân hàng Nhà nước Việt Nam cho các mục đích chuyển tiền một chiều nào nào sau đây?","Học tập, chữa bệnh ở nước ngoài; Đi công tác, du lịch, thăm viếng ở nước ngoài","Trả các loại phí, lệ phí cho nước ngoài; Trợ cấp cho thân nhân ở nước ngoài",Chuyển tiền thừa kế cho người hưởng thừa kế ở nước ngoài; Chuyển tiền trong trường hợp định cư ở nước ngoài,Tất cả các đáp án trên đều đúng,4,"Điều  13, 14, 15, 16, 17, 19 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023"
72,7,"Đối với nghiệp vụ chuyển tiền ngoại tệ cá nhân trên hệ thống ARS, Mã số giao dịch được hiểu là:","Là chuỗi ký hiệu gồm các ký tự chữ cái và/hoặc số được sử dụng để giúp Agribank, Đối tác, Người chuyển tiền và Người nhận tiền nhận biết chính xác giao dịch chuyển tiền. Mỗi mã số giao dịch là bí mật và duy nhất",Là chuỗi các số và/hoặc chữ cái theo tên của khách hàng được sử dụng để nhận biết giao dịch nhận tiền kiều hối tại Agribank. Mỗi mã số giao dịch là bí mật và duy nhất ,Là chuỗi các chữ cái theo tên của khách hàng được sử dụng để nhận biết giao dịch nhận tiền kiều hối tại Agribank,Là chuỗi các chữ cái theo họ tên khách hàng hoặc số theo giấy tờ tùy thân của khách hàng được sử dụng để nhận biết giao dịch nhận tiền kiều hối tại Agribank. Mỗi mã số giao dịch là bí mật và duy nhất ,1,Khoản 2 Điều 2 QĐ 1381/QĐ-NHNo-TTKH
73,8,"Theo quy định hiện hành của Agribank, chi nhánh xử lý giao dịch kiều hối qua Western Union và Money Gram trên hệ thống nào?",Host To Host,IPCAS,ARS,,3,Điều 2 Quy trình 1786/QTr-NHNo-TTKH
74,9,Quy định cung cấp chứng từ đối với hồ sơ giao dịch của khách hàng được sử dụng để chuyển tiền nhiều lần đối với nghiệp vụ chuyển tiền ngoại tệ cá nhân ra nước ngoài tại Agribank là:,Khách hàng phải cung cấp đủ hồ sơ của tất cả các lần giao dịch,Khách hàng không cần cung cấp lại các chứng từ còn hiệu lực đã có trong hồ sơ giao dịch của những lần chuyển tiền trước đó,"Khách hàng chỉ cần cung cấp hồ sơ giao dịch cho lần đầu tiên, không cần cung cấp hồ sơ trong những lần chuyển tiền tiếp theo",,2,Khoản 2 Điều 5 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
75,10,"Theo quy định hiện hành về chuyển tiền ngoại tệ cá nhân ra nước ngoài, mục đích chuyển tiền thanh toán cho mục đích công tác, du lịch, thăm viếng ở nước ngoài áp dụng cho đối tượng khách hàng nào sau đây?","Người đi công tác, du lịch, thăm viếng là Người cư trú có quốc tịch Việt Nam.","Người nước ngoài đến Việt Nam công tác, du lịch, thăm viếng","Người không cư trú đi công tác du lịch, thăm viếng tại nước ngoài",Tất cả đáp án trên.,1,Điều 19 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
76,11,"Theo Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023,, người chuyển tiền trong giao dịch chuyển tiền ra nước ngoài để nộp học phí là những đối tượng nào?",Du học sinh/Người đại diện theo pháp luật của du học sinh ,Thân nhân của du học sinh/Người đại diện theo pháp luật của thân nhân du học sinh,Người được du học sinh/thân nhân của du học sinh ủy quyền,Tất cả các đáp án trên đều đúng,4,Điều 13 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
77,12,"Theo Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023, hạn mức chuyển tiền cho mục đích định cư được xác định là:",Mức ngoại tệ tối đa cá nhân được phép mang qua cửa khẩu quốc tế mà không phải khai báo hải quan,Mức ngoại tệ tối thiểu cá nhân được phép mang qua cửa khẩu quốc tế mà phải khai báo hải quan,Theo đề nghị của khách hàng và phù hợp với Giấy tờ chứng minh nguồn gốc của số tiền chuyển,Mức thu nhập bình quân đầu người theo giá hiện hành của quốc gia nơi khách hàng định cư,3,Khoản 3 Điều 17 QĐ 3110/QTr-NHNo-TTKH ngày 14/12/2023
78,13,"Theo Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023, người chuyển tiền tại Việt Nam có thể chuyển chi phí học tập của du học sinh cho người hưởng là những đối tượng nào?",Du học sinh/người đại diện theo pháp luật ở nước ngoài của du học sinh ,Cơ sở đào tạo nước ngoài,Cơ sở cung cấp dịch vụ liên quan đến học tập ở nước ngoài,Tất cả các đáp án trên đều đúng,4,Khoản 5 Điều 13 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
79,14,"Theo Quy trình 1786/QTr-NHNo-TTKH, Loại tiền nào được sử dụng để chi trả dịch vụ Western Union và MoneyGram?",Đồng Việt Nam (VND),Đô la Mỹ (USD),Cả 1 và 2,,3,Điều 7 Quy trình 1786/QTr-NHNo-TTKH
80,15,Thời gian giao dịch của dịch vụ Western Union và Money Gram tại Điểm giao dịch trên hệ thống là:,07h00 đến 17h00 các ngày làm việc trong tuần.,09h00 đến 16h00 các ngày làm việc trong tuần.,"07h00 đến 17h00 các ngày làm việc trong tuần, trừ những Điểm giao dịch đăng ký thời gian giao dịch khác với thời gian trên hệ thống","08h00 đến 16h00 các ngày làm việc trong tuần, trừ những Điểm giao dịch đăng ký thời gian giao dịch khác với thời gian trên hệ thống",3,Điều 6 Quy trình 1786/QTr-NHNo-TTKH
IV.4. HUY ĐỘNG VỐN (15 CÂU),,,,,,,,
81,1,"Khi gửi tiền gửi tiết kiệm chung, người nào phải trực tiếp đến địa điểm giao dịch của Agribank?",Tất cả người gửi tiền,Người được ủy quyền,Người đứng tên trên sổ tiết kiệm chung,Ít nhất 02 người gửi tiền,1,Khoản 1 Điều 11 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
82,2,"Khi rút tiền gửi tiết kiệm, người gửi tiền phải xuất trình giấy tờ xác minh thông tin của tất cả người gửi tiền trong trường hợp nào?",Tiền gửi tiết kiệm của nhiều người gửi tiền/một người gửi tiền,Tiền gửi tiết kiệm chung ,Tiền gửi tiết kiệm chung thỏa thuận tất cả người gửi tiền cùng thực hiện,,3,Tiết 1.2 Khoản 1 Điều 19 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
83,3,"Việc cấp lại thẻ tiết kiệm mới trong trường hợp Thẻ tiết kiệm bị mất, hỏng được thực hiện tại đâu?","Các chi nhánh, phòng giao dịch Agribank",Agribank nơi mở thẻ tiết kiệm,Agribank nơi giao dịch ,Chi nhánh nơi khách hàng mở tài khoản thanh toán,2,"Điểm b Tiết 1.1 Khoản 1 và điểm c Tiết 1.2 Khoản 1 Điều 23 Quyết định số 
2209/QĐ-NHNo-KHNV ngày 18/10/2019"
84,4,"Theo Quyết định số 656/QĐ-HĐTV-KHNV, khách hàng nào dưới đây không thuộc đối tượng gửi tiền gửi có kỳ hạn?","Người cư trú là tổ chức, cá nhân"," Cơ quan đại diện ngoại giao, lãnh sự, cơ quan đại diện của tổ chức quốc tế tại Việt Nam; Văn phòng đại diện, văn phòng dự án của các tổ chức nước ngoài tại Việt Nam",Cá nhân nước ngoài được phép cư trú tại Việt Nam với thời hạn dưới 6 (sáu) tháng.,"Công dân Việt Nam đi du lịch, học tập, chữa bệnh và thăm viếng ở nước ngoài",3,Điều 3 Quyết định số 656/QĐ-HĐTV-KHNV ngày 15/8/2019
85,5,"Đối với TGTK có kỳ hạn trả lãi sau, trường hợp người gửi tiền rút TGTK trước hạn, tiền lãi rút trước hạn được tính trên cơ sở nào?","Tính trên cơ sở số dư, số ngày duy trì số dư tiền gửi thực tế, hình thức trả lãi và mức lãi suất rút trước hạn TGTK.",Tính trên số ngày thực tế gửi.,Tính trên số ngày thực tế gửi và mức lãi suất trên sổ.,,1,Khoản 2 Điều 18 Quyết định 2209/QĐ-NHNo-KHNV
86,6,Tiền lãi tiền gửi tiết kiệm được tính trên cơ sở nào?,Số dư và lãi suất tiền gửi tiết kiệm tại ngày gửi tiền tùy theo đặc tính của từng loại sản phẩm tiền gửi tiết kiệm,"Số dư, lãi suất và số ngày duy trì số dư tiền gửi thực tế tùy theo đặc tính của từng loại sản phẩm tiền gửi tiết kiệm",Số dư và lãi suất tiền gửi tiết kiệm tại ngày đến hạn tùy theo đặc tính của từng loại sản phẩm tiền gửi tiết kiệm,,2,Khoản 2 Điều 4 Quyết định 2209/QĐ-NHNo-KHNV ngày 18/10/2019
87,7,"Theo Quy định về tiền gửi tiết kiệm trong hệ thống Agribank, số ngày duy trì số dư tiền gửi thực tế được xác định như thế nào?  ",Được tính từ ngày người gửi tiền gửi tiền vào Agribank đến ngày người gửi tiền rút tiền (tính ngày đầu và ngày cuối),"Được tính từ sau ngày người gửi tiền gửi tiền vào Agribank đến hết ngày liền kề trước ngày người gửi tiền rút tiền (bỏ ngày đầu, tính ngày cuối)","Được tính từ ngày người gửi tiền gửi tiền vào Agribank đến hết ngày liền kề trước ngày người gửi tiền rút tiền (tính ngày đầu, bỏ ngày cuối)",,3,Khoản 2 Điều 4 Quyết định 2209/QĐ-NHNo-KHNV ngày 18/10/2019
88,8,Agribank quy định phương thức trả lãi đối với tiền gửi tiết kiệm không kỳ hạn như thế nào?,Lãi được chi trả (hoặc nhập gốc) hàng tháng và vào ngày tất toán tài khoản,Lãi được chi trả vào ngày khách hàng gửi tiền,Lãi được chi trả định kỳ cho khách hàng vào ngày đầu tháng,,1,Khoản 3 Điều 4 Quyết định 2209/QĐ-NHNo-KHNV ngày 18/10/2019
89,9,"Cấp nào tại Agribank quy định biểu phí đối với các giao dịch tiền gửi tiết kiệm, dịch vụ liên quan đến tiền gửi tiết kiệm?",Chủ tịch Hội đồng thành viên,Hội đồng thành viên,Trưởng Ban Kế hoạch chiến lược,Tổng Giám đốc,4,Điều 5 Quyết định 2209/QĐ-NHNo-KHNV ngày 18/10/2019
90,10,"Agribank cấp lại Thẻ tiết kiệm cho người gửi tiền trong thời gian bao lâu kể từ ngày người gửi tiền hoàn tất thủ tục báo mất Thẻ tiết kiệm (trường hợp các thông tin được xác định đúng, đầy đủ, không có tranh chấp, khiếu kiện)?",Sau 3 ngày làm việc.,Sau 5 ngày làm việc.,Sau 7 ngày làm việc.,Sau 10 ngày làm việc.,4,Điều 23 Quyết định 2209/QĐ-NHNo-KHNV ngày 18/10/2019
91,11,"Theo Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019 của Agribank, đồng tiền chi trả tiền gửi tiết kiệm là loại nào?",VND và USD,Người gửi tiền gửi tiết kiệm bằng đồng tiền nào thì được chi trả tiền gửi tiết kiệm (gốc và lãi) bằng đồng tiền đó,Người gửi tiền gửi tiết kiệm bằng ngoại tệ được rút ra bằng đồng Việt Nam,Theo yêu cầu của người gửi tiền,2,Khoản 1 Điều 14 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
92,12,Agribank thực hiện chấm dứt việc phong tỏa tiền gửi tiết kiệm khi:,Khách hàng báo mất Thẻ tiết kiệm,Theo đề nghị bằng văn bản của tổ chức nhận bảo đảm bằng số dư tiền gửi tiết kiệm đối với trường hợp tài sản bảo đảm được giải chấp,Agribank nhận được văn bản thông báo người gửi tiền mất tích,Tất cả các đáp án trên,2,"Khoản 1 và 2, Điều 25 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019"
93,13,"Vào ngày đến hạn trả lãi, nếu khách hàng không đến nhận và không có yêu cầu nào khác, tùy theo từng loại sản phẩm tiền gửi tiết kiệm, lãi tiền gửi tiết kiệm có thể:",Nhập gốc và tiếp tục hưởng lãi ,Không được trả lãi,Chuyển vào tài khoản thanh toán của người gửi tiền,Cả 1 và 3 đều đúng,4,Khoản 4 Điều 4 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
94,14,"Theo quy định, Agribank có thể nhận tiền gửi tiết kiệm đối với loại tiền nào?","VND, USD và JPY","VND, USD và EUR","VND, USD và GBP",,2,Khoản 1 Điều 7 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
95,15,"Theo quy định của Agribank, thủ tục chuyển quyền sở hữu tiền gửi tiết kiệm được thực hiện tại đâu?","Các chi nhánh, phòng giao dịch Agribank",Agribank nơi mở Thẻ tiết kiệm ,Trên ứng dụng Agribank Plus ,Tất cả các đáp án trên,2,Khoản 1 Điều 22  Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
IV.5. NGHIỆP VỤ TÍN DỤNG (15 CÂU),,,,,,,,
96,1,Agribank không được cấp tín dụng đối với trường hợp nào? ,"Cấp tín dụng để góp vốn, mua cổ phần của tổ chức tín dụng. ",Cấp tín dụng trên cơ sở nhận bảo đảm bằng cổ phiếu của TCTD. ,"Cấp tín dụng cho người thẩm định, đề xuất và xét duyệt cấp tín dụng. ",Cả 1 và 2.,4,"Khoản 5, 6 Điều 22 QC 656/QC-HĐTV-TD được sửa đổi, bổ sung tại QC 579/QC-HĐTV-TD "
97,2,"Theo quy định hiện hành của Agribank, Thỏa thuận cho vay được quy định như thế nào? ",Thỏa thuận cho vay phải được ký kết bởi người đại diện có thẩm quyền của Agribank và khách hàng.,Thỏa thuận cho vay phải được giao kết bởi người đại diện có thẩm quyền của Agribank và khách hàng theo quy định của pháp luật.,Thỏa thuận cho vay được ký kết bởi người đại diện có thẩm quyền theo quy định của pháp luật của Agribank và khách hàng.,Thỏa thuận cho vay được ký kết bởi người đại diện của Agribank và khách hàng.,2,Khoản 1 Điều 17 QC 656/QC-HĐTV-TD
98,3,Agribank xem xét quyết định việc cơ cấu lại thời hạn trả nợ trên cơ sở nào?,"Đề nghị của khách hàng và kết quả đánh giá khả năng trả nợ của khách hàng là có khả năng trả nợ đầy đủ nợ gốc và/hoặc lãi tiền vay theo kỳ hạn, thời hạn trả nợ sau khi cơ cấu lại thời hạn trả nợ.","Đề nghị của khách hàng, phù hợp với khả năng tài chính của Agribank và kết quả đánh giá khả năng trả nợ của khách hàng là có khả năng trả nợ đầy đủ nợ gốc và/hoặc lãi tiền vay theo kỳ hạn, thời hạn trả nợ sau khi cơ cấu lại thời hạn trả nợ.","Đề nghị của khách hàng, khả năng tài chính của khách hàng và kết quả đánh giá là có khả năng trả nợ đầy đủ nợ gốc và/hoặc lãi tiền vay theo kỳ hạn, thời hạn trả nợ sau khi cơ cấu lại thời hạn trả nợ.",Đề nghị của Người quản lý nợ và khả năng tài chính của khách hàng.,2,Khoản 1 Điều 40 QC 656/QC-HĐTV-TD
99,4,"Theo quy định của Agribank, cho vay phục vụ nhu cầu đời sống là như thế nào? ","Agribank cho vay đối với khách hàng là cá nhân để thanh toán các chi phí cho mục đích tiêu dùng, sinh hoạt của cá nhân, gia đình của cá nhân đó.","Agribank cho vay đối với khách hàng là cá nhân để thanh toán các chi phí cho mục đích tiêu dùng, sinh hoạt của cá nhân.","Agribank cho vay đối với khách hàng là cá nhân để thanh toán các chi phí cho mục đích tiêu dùng, sinh hoạt của hộ gia đình.","Agribank cho vay đối với khách hàng là cá nhân để thanh toán các chi phí cho mục đích kinh doanh của cá nhân, gia đình của cá nhân đó.",1,Khoản 6 Điều 2 QC 656/QC-HĐTV-TD
100,5,"Đối với cho vay trung, dài hạn thực hiện đầu tư phục vụ hoạt động kinh doanh, giải ngân vốn đối ứng là giá trị ngày công tự làm, tài sản khác của khách hàng cá nhân tham gia thực hiện như thế nào?","Tài sản khác thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân trước khi giải ngân vốn vay.","Chi phí ngày công thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân trước khi giải ngân vốn vay.","Chi phí ngày công, tài sản khác thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân trước khi giải ngân vốn vay.","Chi phí ngày công, tài sản khác thực hiện theo tiến độ kế hoạch, phần vốn đối ứng còn lại giải ngân sau khi giải ngân vốn vay.",3,Khoản 4 Điều 56 QyĐ 2268/QyĐ-NHNo-TD
101,6,Người có liên quan của khách hàng KHÔNG bao gồm trường hợp nào sau đây?,"Cha dượng, mẹ kế của khách hàng.","Anh, chị, em ruột của khách hàng.",Cháu ngoại của khách hàng.,"Em họ, anh họ của khách hàng.",4,"Điều 1 khoản 1 điểm b Quy chế 579/QC-HĐTV-TD  bổ sung khoản 37,38 - Quy chế 656/QC-HĐTV-TD"
102,7,"Theo quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025, ""Khách hàng trẻ tuổi"" được hiểu là:","Là cán bộ, công chức nhà nước tuổi đời không quá 35 tuổi (theo ngày tháng năm sinh) tính đến thời điểm quyết định cho vay.","Là công chức, viên chức, người lao động không quá 35 tuổi (theo ngày tháng năm sinh) tính đến thời điểm quyết định cho vay.","Là công chức, viên chức, người lao động dưới 35 tuổi (theo ngày tháng năm sinh) tính đến thời điểm quyết định cho vay.","Là cán bộ, người lao động dưới 35 tuổi (theo ngày tháng năm sinh) tính đến thời điểm quyết định cho vay.",2,"Khoản 1, Điều 3 Quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025."
103,8,"Theo quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025, Khách hàng phải đáp ứng điều kiện nào về lịch sử tín dụng?",Không có nợ quá hạn tại Agribank trong 06 tháng gần nhất.,Không có nợ xấu tại Agribank và các tổ chức tín dụng khác trong 03 năm gần nhất.,Không có nợ đã xử lý rủi ro tại bất kỳ tổ chức tín dụng nào.,"Không có nợ xấu tại Agribank và các tổ chức tín dụng khác trong 01 năm gần nhất tính đến thời điểm quyết định cho vay; không có nợ đã xử lý rủi ro, nợ đã bán cho VAMC, DATC tại Agribank và các tổ chức tín dụng khác tại thời điểm thẩm định, quyết định cho vay.",4,"Điểm b, Khoản 1, Điều 4 Quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025."
104,9,"Theo Quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025, tổng dư nợ cho vay tối đa đối với một khách hàng là bao nhiêu?",Không vượt quá 05 tỷ đồng.,Không vượt quá 01 tỷ đồng.,Không vượt quá 03 tỷ đồng.,Không vượt quá 36 tháng lương.,1,Điều 8 Quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025
105,10,"Theo Quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025, thời hạn cho vay tối đa đối với KH trẻ tuổi vay mua nhà ở là:",Tối đa không quá 25 năm và khách hàng không vượt quá tuổi nghỉ hưu theo quy định của Bộ Luật Lao động tại thời điểm tất toán khoản vay.,Tối đa không quá 30 năm và khách hàng không vượt quá tuổi nghỉ hưu theo quy định của Bộ Luật Lao động tại thời điểm tất toán khoản vay.,Tối đa không quá 35 năm và khách hàng không vượt quá tuổi nghỉ hưu theo quy định của Bộ Luật Lao động tại thời điểm tất toán khoản vay.,Tối đa không quá 40 năm và khách hàng không vượt quá tuổi nghỉ hưu theo quy định của Bộ Luật Lao động tại thời điểm tất toán khoản vay.,4,Khoản 1 Điều 9 Quy định số 999/QĐ-NHNo-KHCN ngày 26/3/2025
106,11,"Theo Quy định cho vay đối với khách hàng cá nhân mua ô tô phục vụ nhu cầu đời sống, mức cho vay tối đa 70% giá trị xe áp dụng dối với Tài sản bảo đảm nào sau đây?",Tài sản bảo đảm hình thành từ vốn vay là xe ô tô mới.,Tài sản bảo đảm hình thành từ vốn vay là xe ô tô đã qua sử dụng từ trên 01 tháng đến dưới 06 tháng.,Bất động sản/tài sản có tính thanh khoản cao.,Tất cả các đáp án trên.,1,Khoản 2 Điều 6 QĐ 1009/QyĐ-NHNo-KHCN ngày 26/3/2025
107,12,"Trong Hướng dẫn cho vay khách hàng pháp nhân trả nợ trước hạn khoản vay tại tổ chức tín dụng khác, thời hạn cho vay tối đa được xác định như thế nào?",Không vượt quá thời hạn cho vay của khoản vay tại TCTD đã cho vay.,Không vượt quá 01 tỷ đồng.,Không vượt quá 03 tỷ đồng.,Không vượt quá thời hạn cho vay còn lại của khoản vay tại TCTD đã cho vay.,4,Điều 7 Hướng dẫn 12868/HD-NHNo-KHDN ngày 02/11/2023
108,13,"Trong Quy định cho vay đối với khách hàng cá nhân mua ô tô phục vụ nhu cầu đời sống, thời hạn cho vay được quy định như thế nào?",Tối đa 07 năm áp dụng đối với khoản vay có TSBĐ là Bất động sản/tài sản có tính thanh khoản cao.,Tối đa 05 năm áp dụng đối với khoản vay có TSBĐ hình thành từ vốn vay là xe ô tô.,Từ 05 đến 07 năm áp dụng đối với khoản vay có TSBĐ hình thành từ vốn vay là xe ô tô mới mua lần đầu.,Đáp án 1 và 2,4,Khoản 1 Điều 5 Quy định số 1009/QĐ-NHNo-KHCN ngày 26/3/2025
109,14,"Khi thực hiện tạm ngừng cho vay, chấm dứt cho vay, thu hồi nợ trước hạn Agribank nơi cho vay thông báo cho khách hàng tối thiểu nội dung gì?","Thời điểm tạm ngừng/chấm dứt cho vay, thu hồi nợ trước hạn; số dư nợ gốc bị thu hồi trước hạn; thời hạn hoàn trả số dư nợ gốc bị thu hồi trước hạn; thời điểm chuyển nợ quá hạn và lãi suất áp dụng đối với số dư nợ gốc bị thu hồi trước hạn; các biện pháp sẽ áp dụng để thu hồi nợ cho vay.",Không cần thông báo cho khách hàng.,Thông báo cho khách hàng lý do.,Các loại phí áp dụng đối với khoản vay.,1,Điểm a Khoản 3 Điều 62 QyĐ 2268/QyĐ-NHNo-TD
